,file_name,label
0,horse0.png,0
1,horse1.png,0
2,horse10.png,0
3,horse100.png,0
4,horse101.png,0
5,horse102.png,0
6,horse103.png,0
7,horse104.png,0
8,horse105.png,0
9,horse106.png,0
10,horse107.png,0
11,horse108.png,0
12,horse109.png,0
13,horse11.png,0
14,horse12.png,0
15,horse13.png,0
16,horse14.png,0
17,horse15.png,0
18,horse16.png,0
19,horse17.png,0
20,horse18.png,0
21,horse19.png,0
22,horse2.png,0
23,horse20.png,0
24,horse21.png,0
25,horse22.png,0
26,horse23.png,0
27,horse24.png,0
28,horse25.png,0
29,horse26.png,0
30,horse27.png,0
31,horse28.png,0
32,horse29.png,0
33,horse3.png,0
34,horse30.png,0
35,horse31.png,0
36,horse32.png,0
37,horse33.png,0
38,horse34.png,0
39,horse35.png,0
40,horse36.png,0
41,horse37.png,0
42,horse38.png,0
43,horse39.png,0
44,horse4.png,0
45,horse40.png,0
46,horse41.png,0
47,horse42.png,0
48,horse43.png,0
49,horse44.png,0
50,horse45.png,0
51,horse46.png,0
52,horse47.png,0
53,horse48.png,0
54,horse49.png,0
55,horse5.png,0
56,horse50.png,0
57,horse51.png,0
58,horse52.png,0
59,horse53.png,0
60,horse54.png,0
61,horse55.png,0
62,horse56.png,0
63,horse57.png,0
64,horse58.png,0
65,horse59.png,0
66,horse6.png,0
67,horse60.png,0
68,horse61.png,0
69,horse62.png,0
70,horse63.png,0
71,horse64.png,0
72,horse65.png,0
73,horse66.png,0
74,horse67.png,0
75,horse68.png,0
76,horse69.png,0
77,horse7.png,0
78,horse70.png,0
79,horse71.png,0
80,horse72.png,0
81,horse73.png,0
82,horse74.png,0
83,horse75.png,0
84,horse76.png,0
85,horse77.png,0
86,horse78.png,0
87,horse79.png,0
88,snake0.png,1
89,snake1.png,1
90,snake10.png,1
91,snake100.png,1
92,snake101.png,1
93,snake102.png,1
94,snake103.png,1
95,snake104.png,1
96,snake11.png,1
97,snake12.png,1
98,snake13.png,1
99,snake14.png,1
100,snake15.png,1
101,snake16.png,1
102,snake17.png,1
103,snake18.png,1
104,snake19.png,1
105,snake2.png,1
106,snake20.png,1
107,snake21.png,1
108,snake22.png,1
109,snake23.png,1
110,snake24.png,1
111,snake25.png,1
112,snake26.png,1
113,snake27.png,1
114,snake28.png,1
115,snake29.png,1
116,snake3.png,1
117,snake30.png,1
118,snake31.png,1
119,snake32.png,1
120,snake33.png,1
121,snake34.png,1
122,snake35.png,1
123,snake36.png,1
124,snake37.png,1
125,snake38.png,1
126,snake39.png,1
127,snake4.png,1
128,snake40.png,1
129,snake41.png,1
130,snake42.png,1
131,snake43.png,1
132,snake44.png,1
133,snake45.png,1
134,snake46.png,1
135,snake47.png,1
136,snake48.png,1
137,snake49.png,1
138,snake5.png,1
139,snake50.png,1
140,snake51.png,1
141,snake52.png,1
142,snake53.png,1
143,snake54.png,1
144,snake55.png,1
145,snake56.png,1
146,snake57.png,1
147,snake58.png,1
148,snake59.png,1
149,snake6.png,1
150,snake60.png,1
151,snake61.png,1
152,snake62.png,1
153,snake63.png,1
154,snake64.png,1
155,snake65.png,1
156,snake66.png,1
157,snake67.png,1
158,snake68.png,1
159,snake69.png,1
160,snake7.png,1
161,snake70.png,1
162,snake71.png,1
163,snake72.png,1
164,snake73.png,1
165,snake74.png,1
166,snake75.png,1
167,snake76.png,1
168,snake77.png,1
169,snake78.png,1
170,snake79.png,1
171,snake8.png,1
172,tiger0.png,2
173,tiger1.png,2
174,tiger10.png,2
175,tiger100.png,2
176,tiger101.png,2
177,tiger102.png,2
178,tiger103.png,2
179,tiger104.png,2
180,tiger105.png,2
181,tiger106.png,2
182,tiger107.png,2
183,tiger108.png,2
184,tiger109.png,2
185,tiger11.png,2
186,tiger110.png,2
187,tiger111.png,2
188,tiger112.png,2
189,tiger12.png,2
190,tiger13.png,2
191,tiger14.png,2
192,tiger15.png,2
193,tiger16.png,2
194,tiger17.png,2
195,tiger18.png,2
196,tiger19.png,2
197,tiger2.png,2
198,tiger20.png,2
199,tiger21.png,2
200,tiger22.png,2
201,tiger23.png,2
202,tiger24.png,2
203,tiger25.png,2
204,tiger26.png,2
205,tiger27.png,2
206,tiger28.png,2
207,tiger29.png,2
208,tiger3.png,2
209,tiger30.png,2
210,tiger31.png,2
211,tiger32.png,2
212,tiger33.png,2
213,tiger34.png,2
214,tiger35.png,2
215,tiger36.png,2
216,tiger37.png,2
217,tiger38.png,2
218,tiger39.png,2
219,tiger4.png,2
220,tiger40.png,2
221,tiger41.png,2
222,tiger42.png,2
223,tiger43.png,2
224,tiger44.png,2
225,tiger45.png,2
226,tiger46.png,2
227,tiger47.png,2
228,tiger48.png,2
229,tiger49.png,2
230,tiger5.png,2
231,tiger50.png,2
232,tiger51.png,2
233,tiger52.png,2
234,tiger53.png,2
235,tiger54.png,2
236,tiger55.png,2
237,tiger56.png,2
238,tiger57.png,2
239,tiger58.png,2
240,tiger59.png,2
241,tiger6.png,2
242,tiger60.png,2
243,tiger61.png,2
244,tiger62.png,2
245,tiger63.png,2
246,tiger64.png,2
247,tiger65.png,2
248,tiger66.png,2
249,tiger67.png,2
250,tiger68.png,2
251,tiger69.png,2
252,tiger7.png,2
253,tiger70.png,2
254,tiger71.png,2
255,tiger72.png,2
256,tiger73.png,2
257,tiger74.png,2
258,tiger75.png,2
259,tiger76.png,2
260,tiger77.png,2
261,tiger78.png,2
262,whale0.png,3
263,whale1.png,3
264,whale10.png,3
265,whale100.png,3
266,whale101.png,3
267,whale102.png,3
268,whale103.png,3
269,whale104.png,3
270,whale105.png,3
271,whale106.png,3
272,whale107.png,3
273,whale108.png,3
274,whale109.png,3
275,whale11.png,3
276,whale110.png,3
277,whale111.png,3
278,whale112.png,3
279,whale12.png,3
280,whale13.png,3
281,whale14.png,3
282,whale15.png,3
283,whale16.png,3
284,whale17.png,3
285,whale18.png,3
286,whale19.png,3
287,whale2.png,3
288,whale20.png,3
289,whale21.png,3
290,whale22.png,3
291,whale23.png,3
292,whale24.png,3
293,whale25.png,3
294,whale26.png,3
295,whale27.png,3
296,whale28.png,3
297,whale29.png,3
298,whale3.png,3
299,whale30.png,3
300,whale31.png,3
301,whale32.png,3
302,whale33.png,3
303,whale34.png,3
304,whale35.png,3
305,whale36.png,3
306,whale37.png,3
307,whale38.png,3
308,whale39.png,3
309,whale4.png,3
310,whale40.png,3
311,whale41.png,3
312,whale42.png,3
313,whale43.png,3
314,whale44.png,3
315,whale45.png,3
316,whale46.png,3
317,whale47.png,3
318,whale48.png,3
319,whale49.png,3
320,whale5.png,3
321,whale50.png,3
322,whale51.png,3
323,whale52.png,3
324,whale53.png,3
325,whale54.png,3
326,whale55.png,3
327,whale56.png,3
328,whale57.png,3
329,whale58.png,3
330,whale59.png,3
331,whale6.png,3
332,whale60.png,3
333,whale61.png,3
334,whale62.png,3
335,whale63.png,3
336,whale64.png,3
337,whale65.png,3
338,whale66.png,3
339,whale67.png,3
340,whale68.png,3
341,whale69.png,3
342,whale7.png,3
343,whale70.png,3
344,whale71.png,3
345,whale72.png,3
346,whale73.png,3
347,whale74.png,3
348,whale75.png,3
349,whale76.png,3
350,whale77.png,3
351,whale78.png,3
